,Unnamed: 0,titre,type,reference,departement,date,lien,departement nb,Categorie
918,918,CHEF BUREAU CONTROLE INTERNE SYNTHESE,Fonction publique de l'État,DEF_21-00021623,Bas Rhin (67),2023-05-05,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-bureau-controle-interne-synthese-reference-DEF_21-00021623/,67.0,B
919,919,Agent du Service Transport (h/f) Direction des Achats et de la Logistique H/F,Fonction publique Hospitalière,2023-1213135,Grand Est,2023-05-03,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-du-service-transport-hf-direction-des-achats-et-de-la-logistique-hf-reference-2023-1213135/,,B
920,920,CHEF  BUREAU PC,Fonction publique de l'État,DEF_21-00020325,Marne (51),2023-05-02,https://choisirleservicepublic.gouv.fr/offre-emploi/chef--bureau-pc-reference-DEF_21-00020325/,51.0,B
921,921,ASSISTANT ADMINISTRATION,Fonction publique de l'État,DEF_21-00021607,Bas Rhin (67),2023-05-02,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-administration-reference-DEF_21-00021607/,67.0,B
922,922,CHEF CUISINE,Fonction publique de l'État,DEF_21-00021784,Vosges (88),2023-05-02,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-cuisine-reference-DEF_21-00021784/,88.0,B
923,923,Assistant de Régulation Médicale H/F,Fonction publique Hospitalière,2023-1207829,Moselle (57),2023-04-26,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-de-regulation-medicale-hf-reference-2023-1207829/,57.0,B
924,924,Technicien informatique de proximité au tribunal judiciaire d'EPINAL H/F,Fonction publique de l'État,2023-1206579,Vosges (88),2023-04-25,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-informatique-de-proximite-au-tribunal-judiciaire-d-epinal-hf-reference-2023-1206579/,88.0,B
925,925,Technicien informatique de proximité Cour d'appel de Nancy H/F,Fonction publique de l'État,2023-1205360,Meurthe et Moselle (54),2023-04-25,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-informatique-de-proximite-cour-d-appel-de-nancy-hf-reference-2023-1205360/,54.0,B
926,926,TECHNICIEN COMPTABLE DES BIENS,Fonction publique de l'État,DEF_27-00020916,Moselle (57),2023-04-25,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-comptable-des-biens-reference-DEF_27-00020916/,57.0,B
927,927,ADJOINT AU CHEF DE LA SECTION RELATIONS PUBLIQUES ESNJ NORD EST à Nancy,Fonction publique de l'État,DEF_18-00019233,Meurthe et Moselle (54),2023-04-01,https://choisirleservicepublic.gouv.fr/offre-emploi/adjoint-au-chef-de-la-section-relations-publiques-esnj-nord-est-a-nancy-reference-DEF_18-00019233/,54.0,B
928,928,Technicien développement Gestion Maintenance Assistée par Ordinateur (GMAO),Fonction publique Hospitalière,2023-1205127,Haut Rhin (68),2023-04-24,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-developpement-gestion-maintenance-assistee-par-ordinateur-gmao-reference-2023-1205127/,68.0,B
929,929,Technicien de laboratoire (H/F),Fonction publique de l'État,2023-1205096,Meurthe et Moselle (54),2023-04-23,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-de-laboratoire-hf-reference-2023-1205096/,54.0,B
930,930,RESPONSABLE SERVICE CLIENT EN BLANCHISSERIE H/F,Fonction publique Hospitalière,2023-1202868,Grand Est,2023-04-20,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-service-client-en-blanchisserie-hf-reference-2023-1202868/,,B
931,931,TECHNICIEN MOBILITE TERRESTRE - CHEF DE CELLULE ORDONNANCEMENT PRODUCTION,Fonction publique de l'État,DEF_04-00020252,Marne (51),2023-04-19,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-mobilite-terrestre---chef-de-cellule-ordonnancement-production-reference-DEF_04-00020252/,51.0,B
932,932,Juriste en marchés publics de Fournitures et Services (H/F),Fonction publique Hospitalière,2023-1198854,Marne (51),2023-04-17,https://choisirleservicepublic.gouv.fr/offre-emploi/juriste-en-marches-publics-de-fournitures-et-services-hf-reference-2023-1198854/,51.0,B
933,933,PSYCHOLOGUE / EMSP 50 % H/F,Fonction publique Hospitalière,2023-1196518,Meurthe et Moselle (54),2023-04-14,https://choisirleservicepublic.gouv.fr/offre-emploi/psychologue--emsp-50--hf-reference-2023-1196518/,54.0,B
934,934,Aide-soignant H/F H/F,Fonction publique Hospitalière,2023-1196495,Meurthe et Moselle (54),2023-04-14,https://choisirleservicepublic.gouv.fr/offre-emploi/aide-soignant-hf-hf-reference-2023-1196495/,54.0,B
935,935,Acheteur - CARB au bureau achats du CSTA NANCY (54),Fonction publique de l'État,DEF_23-00020385,Meurthe et Moselle (54),2023-04-14,https://choisirleservicepublic.gouv.fr/offre-emploi/acheteur---carb-au-bureau-achats-du-csta-nancy-54-reference-DEF_23-00020385/,54.0,B
936,936,Traitant administration réseaux au bureau des services numériques - CSTA NANCY (54),Fonction publique de l'État,DEF_23-00020890,Meurthe et Moselle (54),2023-04-14,https://choisirleservicepublic.gouv.fr/offre-emploi/traitant-administration-reseaux-au-bureau-des-services-numeriques---csta-nancy-54-reference-DEF_23-00020890/,54.0,B
937,937,CHEF DE SECTION JDC - CSNJ STRASBOURG H/F,Fonction publique de l'État,2023-1105153,Bas Rhin (67),2023-04-04,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-de-section-jdc---csnj-strasbourg-hf-reference-2023-1105153/,67.0,B
938,938,CHEF DE LA SECTION COORDINATION ET REFERENT METIER H/F,Fonction publique de l'État,2022-1057790,Bas Rhin (67),2023-04-04,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-de-la-section-coordination-et-referent-metier-hf-reference-2022-1057790/,67.0,B
939,939,CHARGE D'AFFAIRES EN MAITRISE D'OEUVRE/CONDUCTEUR DE TRAVAUX,Fonction publique de l'État,DEF_27-016693,Moselle (57),2023-03-31,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-d-affaires-en-maitrise-d-oeuvreconducteur-de-travaux-reference-DEF_27-016693/,57.0,B
940,940,CHARGE PROJET NUC,Fonction publique de l'État,DEF_27-00020183,Meurthe et Moselle (54),2023-03-31,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-projet-nuc-reference-DEF_27-00020183/,54.0,B
941,941,Dessinateur projeteur infrastructure au bureau infrastructure du CSTA NANCY (54),Fonction publique de l'État,DEF_23-016788,Meurthe et Moselle (54),2023-03-31,https://choisirleservicepublic.gouv.fr/offre-emploi/dessinateur-projeteur-infrastructure-au-bureau-infrastructure-du-csta-nancy-54-reference-DEF_23-016788/,54.0,B
942,942,ASSISTANT ACHATS,Fonction publique de l'État,DEF_21-016330,Moselle (57),2023-03-31,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-achats-reference-DEF_21-016330/,57.0,B
943,943,WEBMASTER,Fonction publique de l'État,DEF_04-013575,Bas Rhin (67),2023-03-31,https://choisirleservicepublic.gouv.fr/offre-emploi/webmaster-reference-DEF_04-013575/,67.0,B
944,944,CHEF DE LA SECTION COORDINATION ET REFERENT METIER-CSNJ STRASBOURG,Fonction publique de l'État,DEF_18-015073,Bas Rhin (67),2023-03-31,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-de-la-section-coordination-et-referent-metier-csnj-strasbourg-reference-DEF_18-015073/,67.0,B
945,945,MECANICIEN D’AERONAUTIQUE SPECIALISE « STRUCTURES »,Fonction publique de l'État,DEF_03-018037,Meurthe et Moselle (54),2023-03-31,https://choisirleservicepublic.gouv.fr/offre-emploi/mecanicien-daeronautique-specialise--structures--reference-DEF_03-018037/,54.0,B
946,946,Traitant administration réseaux au Bureau des Services Numériques du CSTA NANCY (54),Fonction publique de l'État,DEF_23-017104,Meurthe et Moselle (54),2023-03-31,https://choisirleservicepublic.gouv.fr/offre-emploi/traitant-administration-reseaux-au-bureau-des-services-numeriques-du-csta-nancy-54-reference-DEF_23-017104/,54.0,B
947,947,ASSISTANT.E de REGULATION MEDICALE H/F,Fonction publique Hospitalière,2023-1177461,Vosges (88),2023-03-24,https://choisirleservicepublic.gouv.fr/offre-emploi/assistante-de-regulation-medicale-hf-reference-2023-1177461/,88.0,B
948,948,Aide Soignant en gynécologie sénologie plastique F/H H/F,Fonction publique Hospitalière,2023-1166851,Grand Est,2023-03-16,https://choisirleservicepublic.gouv.fr/offre-emploi/aide-soignant-en-gynecologie-senologie-plastique-fh-hf-reference-2023-1166851/,,B
949,949,Aide-soigant H/F en hôpital de jour gériatrique H/F,Fonction publique Hospitalière,2023-1156694,Moselle (57),2023-03-09,https://choisirleservicepublic.gouv.fr/offre-emploi/aide-soigant-hf-en-hopital-de-jour-geriatrique-hf-reference-2023-1156694/,57.0,B
950,950,CRS 33 - RESPONSABLE ADJOINT AU GARAGE (ST),Fonction publique de l'État,MINT_BS051PNB-58979,Marne (51),2023-03-08,https://choisirleservicepublic.gouv.fr/offre-emploi/crs-33---responsable-adjoint-au-garage-st-reference-MINT_BS051PNB-58979/,51.0,B
951,951,CRS ALA - Technicien informatique de maintenance et de transmission (SIC),Fonction publique de l'État,MINT_BS054PNB-58385,Meurthe et Moselle (54),2023-03-07,https://choisirleservicepublic.gouv.fr/offre-emploi/crs-ala---technicien-informatique-de-maintenance-et-de-transmission-sic-reference-MINT_BS054PNB-58385/,54.0,B
952,952,Agent d'accompagnement - Aide-Soignant H/F,Fonction publique Hospitalière,2023-1139091,Moselle (57),2023-03-06,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-d-accompagnement---aide-soignant-hf-reference-2023-1139091/,57.0,B
953,953,SPECIALISTE MAINTENANCE INFRASTRUCTURES H/F,Fonction publique de l'État,2023-1145976,Moselle (57),2023-03-01,https://choisirleservicepublic.gouv.fr/offre-emploi/specialiste-maintenance-infrastructures-hf-reference-2023-1145976/,57.0,B
954,954,AIDES-SOIGNANTS (ES) H/F,Fonction publique Hospitalière,2023-1138063,Grand Est,2023-02-24,https://choisirleservicepublic.gouv.fr/offre-emploi/aides-soignants-es-hf-reference-2023-1138063/,,B
955,955,TECHNICIEN (NE) HOSPITALIER H/F,Fonction publique Hospitalière,2023-1138045,Grand Est,2023-02-24,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-ne-hospitalier-hf-reference-2023-1138045/,,B
956,956,Assistant médico-Administratif - Assistant Régulation médicale (6 postes) H/F,Fonction publique Hospitalière,2023-1137075,Moselle (57),2023-02-23,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-medico-administratif---assistant-regulation-medicale-6-postes-hf-reference-2023-1137075/,57.0,B
957,957,Préparateur en Pharmacie Hospitalière (6 postes) H/F,Fonction publique Hospitalière,2023-1137069,Moselle (57),2023-02-23,https://choisirleservicepublic.gouv.fr/offre-emploi/preparateur-en-pharmacie-hospitaliere-6-postes-hf-reference-2023-1137069/,57.0,B
958,958,Assistant médico-Administratif - Secrétaire Médicale (12 postes) H/F,Fonction publique Hospitalière,2023-1137038,Moselle (57),2023-02-23,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-medico-administratif---secretaire-medicale-12-postes-hf-reference-2023-1137038/,57.0,B
959,959,AIDES-SOIGNANTS (ES) H/F,Fonction publique Hospitalière,2023-1132588,Grand Est,2023-02-17,https://choisirleservicepublic.gouv.fr/offre-emploi/aides-soignants-es-hf-reference-2023-1132588/,,B
960,960,AIDE-SOIGNANT(E) H/F,Fonction publique Hospitalière,2023-1130133,Marne (51),2023-02-15,https://choisirleservicepublic.gouv.fr/offre-emploi/aide-soignante-hf-reference-2023-1130133/,51.0,B
961,961,Technicien d'Information Médicale,Fonction publique Hospitalière,2023-1129097,Moselle (57),2023-02-14,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-d-information-medicale-reference-2023-1129097/,57.0,B
962,962,SGP - Conseiller éducation citoyenneté (H/F),Fonction publique de l'État,2023-1125083,Bas Rhin (67),2023-02-09,https://choisirleservicepublic.gouv.fr/offre-emploi/sgp---conseiller-education-citoyennete-hf-reference-2023-1125083/,67.0,B
963,963,ACCUEILLANT FAMILIAL,Fonction publique Hospitalière,2022-880656,Haute-Marne (52),2023-02-07,https://choisirleservicepublic.gouv.fr/offre-emploi/accueillant-familial-reference-2022-880656/,52.0,B
964,964,Agent contractuel assistant juridique auprès du référent hébergement du bureau de l'asile et de la l,Fonction publique de l'État,2023-1122656,Bas Rhin (67),2023-02-07,https://choisirleservicepublic.gouv.fr/offre-emploi/---agent-contractuel-assistant-juridique-aupres-du-referent-hebergement-du-bureau-de-l-asile-et-de-la-l-reference-2023-1122656/,67.0,B
965,965,Assistant médico-administratif 1er grade branche « assistance de régulation médicale H/F »,Fonction publique Hospitalière,2023-1121280,Haut Rhin (68),2023-02-06,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-medico-administratif-1er-grade-branche--assistance-de-regulation-medicale-hf--reference-2023-1121280/,68.0,B
966,966,Gestionnaire de concours de recrutement et de certifications,Fonction publique de l'État,2023-1120031,Marne (51),2023-02-03,https://choisirleservicepublic.gouv.fr/offre-emploi/gestionnaire-de-concours-de-recrutement-et-de-certifications-reference-2023-1120031/,51.0,B
967,967,ADJOINT (E) DES CADRES HOSPITALIERS de CLASSE NORMALE H/F,Fonction publique Hospitalière,2023-1118699,Grand Est,2023-02-02,https://choisirleservicepublic.gouv.fr/offre-emploi/adjoint-e-des-cadres-hospitaliers-de-classe-normale-hf-reference-2023-1118699/,,B
968,968,Poste d'aide-soignant à temps plein H/F,Fonction publique Hospitalière,2023-1118596,Moselle (57),2023-02-02,https://choisirleservicepublic.gouv.fr/offre-emploi/poste-d-aide-soignant-a-temps-plein-hf-reference-2023-1118596/,57.0,B
969,969,CHARGE DE PREVENTION DES RISQUES PROFESSIONNELS H/F,Fonction publique de l'État,2023-1118590,Grand Est,2023-02-02,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-de-prevention-des-risques-professionnels-hf-reference-2023-1118590/,,B
970,970,Adjoint des cadres (h/f) Service des Achats Pharmaceutiques H/F,Fonction publique Hospitalière,2023-1116562,Grand Est,2023-01-31,https://choisirleservicepublic.gouv.fr/offre-emploi/adjoint-des-cadres-hf-service-des-achats-pharmaceutiques-hf-reference-2023-1116562/,,B
971,971,ATTACHÉ(E) DE RECHERCHE CLINQUE MONITEUR HOME BASED,Fonction publique Hospitalière,2023-1114138,Meurthe et Moselle (54),2023-01-27,https://choisirleservicepublic.gouv.fr/offre-emploi/attache-de-recherche-clinque-moniteur-home-based--reference-2023-1114138/,54.0,B
972,972,Technicien.ne de Recherche Clinique des études observationnelles,Fonction publique Hospitalière,2022-1090127,Meurthe et Moselle (54),2023-01-27,https://choisirleservicepublic.gouv.fr/offre-emploi/technicienne-de-recherche-clinique-des-etudes-observationnelles-reference-2022-1090127/,54.0,B
973,973,Gestionnaire aides surfaces,Fonction publique de l'État,2023-1112047,Ardennes (08),2023-01-26,https://choisirleservicepublic.gouv.fr/offre-emploi/gestionnaire-aides-surfaces-reference-2023-1112047/,8.0,B
974,974,Animateur,Fonction publique Hospitalière,2023-1111968,Meurthe et Moselle (54),2023-01-25,https://choisirleservicepublic.gouv.fr/offre-emploi/animateur-reference-2023-1111968/,54.0,B
975,975,Chargé(e) de mission projet innovant géolocalisation des biens H/F,Fonction publique Hospitalière,2023-1111965,Aube (10),2023-01-25,https://choisirleservicepublic.gouv.fr/offre-emploi/chargee-de-mission-projet-innovant-geolocalisation-des-biens-hf-reference-2023-1111965/,10.0,B
976,976,SPECIALISTE ETUDES DOMANIALES H/F,Fonction publique de l'État,2023-1103991,Moselle (57),2023-01-16,https://choisirleservicepublic.gouv.fr/offre-emploi/specialiste-etudes-domaniales-hf-reference-2023-1103991/,57.0,B
977,977,Agent(e) chargé(e) de l'amélioration du signalement des périodiques du PCP Germanique,Fonction publique de l'État,2023-1102839,Bas Rhin (67),2023-01-13,https://choisirleservicepublic.gouv.fr/offre-emploi/agente-chargee-de-l-amelioration-du-signalement-des-periodiques-du-pcp-germanique-reference-2023-1102839/,67.0,B
978,978,Aide-soignant / accompagnateur social H/F,Fonction publique Hospitalière,2023-1101881,Marne (51),2023-01-13,https://choisirleservicepublic.gouv.fr/offre-emploi/aide-soignant--accompagnateur-social-hf-reference-2023-1101881/,51.0,B
979,979,CHARGE DE PROJET NUC H/F,Fonction publique de l'État,2023-1101459,Meurthe et Moselle (54),2023-01-12,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-de-projet-nuc-hf-reference-2023-1101459/,54.0,B
980,980,Agent contractuel gestionnaire administratif,Fonction publique de l'État,2023-1097260,Bas Rhin (67),2023-01-06,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-contractuel-gestionnaire-administratif-reference-2023-1097260/,67.0,B
981,981,Un(e) masseur-kinésithérapeute H/F,Fonction publique Hospitalière,2022-1077928,Meurthe et Moselle (54),2022-12-29,https://choisirleservicepublic.gouv.fr/offre-emploi/une-masseur-kinesitherapeute-hf-reference-2022-1077928/,54.0,B
982,982,Orthoptiste H/F H/F,Fonction publique Hospitalière,2022-1090978,Meurthe et Moselle (54),2022-12-29,https://choisirleservicepublic.gouv.fr/offre-emploi/orthoptiste-hf-hf-reference-2022-1090978/,54.0,B
983,983,Inspecteur / Inspectrice en abattoir H/F,Fonction publique de l'État,2022-1077442,Haut Rhin (68),2022-12-15,https://choisirleservicepublic.gouv.fr/offre-emploi/inspecteur--inspectrice-en-abattoir-hf-reference-2022-1077442/,68.0,B
984,984,Gestionnaire Budget,Fonction publique de l'État,2022-1072441,Bas Rhin (67),2022-12-14,https://choisirleservicepublic.gouv.fr/offre-emploi/gestionnaire-budget-reference-2022-1072441/,67.0,B
985,985,Auditeur(trice) asile/ secrétaire administratif à la Direction Territoriale de l'Ofii à Strasbourg,Fonction publique de l'État,2022-1074116,Bas Rhin (67),2022-12-13,https://choisirleservicepublic.gouv.fr/offre-emploi/auditeurtrice-asile-secretaire-administratif-a-la-direction-territoriale-de-l-ofii-a-strasbourg--reference-2022-1074116/,67.0,B
986,986,Aide Soignant/ Animateur (F/H) au Centre pour personnes âgées H/F,Fonction publique Hospitalière,2022-1069206,Grand Est,2022-12-06,https://choisirleservicepublic.gouv.fr/offre-emploi/aide-soignant-animateur-fh-au-centre-pour-personnes-agees-hf-reference-2022-1069206/,,B
987,987,AIDE-SOIGNANT(E) H/F,Fonction publique Hospitalière,2022-1060477,Vosges (88),2022-11-25,https://choisirleservicepublic.gouv.fr/offre-emploi/aide-soignante-hf-reference-2022-1060477/,88.0,B
988,988,Educateur(trice) sportif(ve) des activités de la natation,Fonction publique de l'État,2022-1059354,Meurthe et Moselle (54),2022-11-24,https://choisirleservicepublic.gouv.fr/offre-emploi/educateurtrice-sportifve-des-activites-de-la-natation--reference-2022-1059354/,54.0,B
989,989,AIDE SOIGNANT EN SSIAD H/F,Fonction publique Hospitalière,2022-1054195,Meurthe et Moselle (54),2022-11-17,https://choisirleservicepublic.gouv.fr/offre-emploi/aide-soignant-en-ssiad-hf-reference-2022-1054195/,54.0,B
990,990,1 poste d'adjoint des cadres aux finances H/F,Fonction publique Hospitalière,2022-1046993,Meuse (55),2022-11-16,https://choisirleservicepublic.gouv.fr/offre-emploi/1-poste-d-adjoint-des-cadres-aux-finances-hf-reference-2022-1046993/,55.0,B
991,991,1 poste d'Adjoint des cadres H/F,Fonction publique Hospitalière,2022-1046982,Meuse (55),2022-11-16,https://choisirleservicepublic.gouv.fr/offre-emploi/1-poste-d-adjoint-des-cadres-hf-reference-2022-1046982/,55.0,B
992,992,"Technicien de recherche et de formation ITRF – BAP E (informatique, statistique et calcul scientifique)",Fonction publique de l'État,2022-1048378,Marne (51),2022-11-09,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-de-recherche-et-de-formation-itrf--bap-e-informatique-statistique-et-calcul-scientifique-reference-2022-1048378/,51.0,B
993,993,Assistant(e) Social(e),Fonction publique Hospitalière,2022-1047719,Moselle (57),2022-11-08,https://choisirleservicepublic.gouv.fr/offre-emploi/assistante-sociale-reference-2022-1047719/,57.0,B
994,994,Auditeur-trice Asile au Guichet Unique de la Préfecture de Metz,Fonction publique de l'État,2022-826713,Moselle (57),2022-10-23,https://choisirleservicepublic.gouv.fr/offre-emploi/auditeur-trice-asile-au-guichet-unique-de-la-prefecture-de-metz-reference-2022-826713/,57.0,B
995,995,Médiatrice / Médiateur CRA de Metz,Fonction publique de l'État,2022-864079,Moselle (57),2022-10-23,https://choisirleservicepublic.gouv.fr/offre-emploi/mediatrice--mediateur-cra-de-metz-reference-2022-864079/,57.0,B
996,996,Infirmier en soins généraux et spécialisé,Fonction publique Hospitalière,2022-1036228,Meurthe et Moselle (54),2022-10-21,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmier-en-soins-generaux-et-specialise-reference-2022-1036228/,54.0,B
997,997,Technicien(ne) numérique de proximité H/F,Fonction publique de l'État,2022-1034989,Meurthe et Moselle (54),2022-10-20,https://choisirleservicepublic.gouv.fr/offre-emploi/technicienne-numerique-de-proximite-hf-reference-2022-1034989/,54.0,B
998,998,Formateur d'enseignement général,Fonction publique de l'État,2022-1013910,Bas Rhin (67),2022-10-18,https://choisirleservicepublic.gouv.fr/offre-emploi/formateur-d-enseignement-general-reference-2022-1013910/,67.0,B
999,999,Conseiller en insertion professionnelle H/F,Fonction publique de l'État,2022-1018112,Bas Rhin (67),2022-10-18,https://choisirleservicepublic.gouv.fr/offre-emploi/conseiller-en-insertion-professionnelle-hf-reference-2022-1018112/,67.0,B
1000,1000,Conseiller éducation citoyenneté H/F,Fonction publique de l'État,2022-1033058,Bas Rhin (67),2022-10-18,https://choisirleservicepublic.gouv.fr/offre-emploi/conseiller-education-citoyennete-hf-reference-2022-1033058/,67.0,B
1001,1001,Inspecteur / Inspectrice en sécurité sanitaire des aliments H/F,Fonction publique de l'État,2022-1024727,Haut Rhin (68),2022-10-07,https://choisirleservicepublic.gouv.fr/offre-emploi/inspecteur--inspectrice-en-securite-sanitaire-des-aliments-hf-reference-2022-1024727/,68.0,B
1002,1002,Inspecteur / Inspectrice en sécurité sanitaire des aliments H/F,Fonction publique de l'État,2022-1024733,Haut Rhin (68),2022-10-07,https://choisirleservicepublic.gouv.fr/offre-emploi/inspecteur--inspectrice-en-securite-sanitaire-des-aliments-hf-reference-2022-1024733/,68.0,B
1003,1003,Technicien de recherche clinique,Fonction publique Hospitalière,2022-1023526,Bas Rhin (67),2022-10-06,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-de-recherche-clinique-reference-2022-1023526/,67.0,B
1004,1004,Technicien de recherche clinique,Fonction publique Hospitalière,2022-1017014,Bas Rhin (67),2022-09-29,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-de-recherche-clinique-reference-2022-1017014/,67.0,B
1005,1005,Gestionnaire budgétaire et comptable H/F,Fonction publique Hospitalière,2022-1006444,Grand Est,2022-09-16,https://choisirleservicepublic.gouv.fr/offre-emploi/gestionnaire-budgetaire-et-comptable-hf-reference-2022-1006444/,,B
1006,1006,AIDE-SOIGNANT H/F,Fonction publique Hospitalière,2022-999002,Aube (10),2022-09-07,https://choisirleservicepublic.gouv.fr/offre-emploi/aide-soignant-hf-reference-2022-999002/,10.0,B
1007,1007,CHEFFE / CHEF D'EQUIPE H/F,Fonction publique Hospitalière,2022-993875,Grand Est,2022-08-31,https://choisirleservicepublic.gouv.fr/offre-emploi/cheffe--chef-d-equipe-hf-reference-2022-993875/,,B
1008,1008,RESPONSABLE DE SITE BIONETTOYAGE H/F,Fonction publique Hospitalière,2022-993869,Grand Est,2022-08-31,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-de-site-bionettoyage-hf-reference-2022-993869/,,B
1009,1009,CHARGE PREV RISQUES PROFESSIONNELS H/F,Fonction publique de l'État,2022-992991,Moselle (57),2022-08-31,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-prev-risques-professionnels-hf-reference-2022-992991/,57.0,B
1010,1010,RESPONSABLE DE MAINTENANCE EN BLANCHISSERIE H/F,Fonction publique Hospitalière,2022-987637,Grand Est,2022-08-22,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-de-maintenance-en-blanchisserie-hf-reference-2022-987637/,,B
1011,1011,Infirmier/Infirmière de soins generaux (H/F) H/F,Fonction publique Hospitalière,2022-803257,Marne (51),2022-08-17,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmierinfirmiere-de-soins-generaux-hf-hf-reference-2022-803257/,51.0,B
1012,1012,Agent contractuel rédacteur à la section asile,Fonction publique de l'État,2022-984329,Bas Rhin (67),2022-08-16,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-contractuel-redacteur-a-la-section-asile-reference-2022-984329/,67.0,B
1013,1013,1 Poste  d'adjoint des Cadres aux Finances H/F,Fonction publique Hospitalière,2022-978207,Meuse (55),2022-08-05,https://choisirleservicepublic.gouv.fr/offre-emploi/1-poste--d-adjoint-des-cadres-aux-finances-hf-reference-2022-978207/,55.0,B
1014,1014,1 Poste d'adjoint des Cadres  Directions des Finances et Affaires Génerales H/F,Fonction publique Hospitalière,2022-978199,Meuse (55),2022-08-05,https://choisirleservicepublic.gouv.fr/offre-emploi/1-poste-d-adjoint-des-cadres--directions-des-finances-et-affaires-generales-hf-reference-2022-978199/,55.0,B
1015,1015,ASSISTANT DE REGULATION MEDICAL (3 postes) H/F,Fonction publique Hospitalière,2022-973225,Grand Est,2022-08-01,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-de-regulation-medical-3-postes-hf-reference-2022-973225/,,B
1016,1016,ASSISTANTE MEDICO-ADMINISTRATIF (2 postes) H/F,Fonction publique Hospitalière,2022-973218,Grand Est,2022-08-01,https://choisirleservicepublic.gouv.fr/offre-emploi/assistante-medico-administratif-2-postes-hf-reference-2022-973218/,,B
1017,1017,Aide-Soignant (13 postes) H/F,Fonction publique Hospitalière,2022-973205,Grand Est,2022-08-01,https://choisirleservicepublic.gouv.fr/offre-emploi/aide-soignant-13-postes-hf-reference-2022-973205/,,B
1018,1018,Auxiliaire de puériculture (2 postes) H/F,Fonction publique Hospitalière,2022-973189,Grand Est,2022-08-01,https://choisirleservicepublic.gouv.fr/offre-emploi/auxiliaire-de-puericulture-2-postes-hf-reference-2022-973189/,,B
1019,1019,5 POSTES AS H/F,Fonction publique Hospitalière,2022-970409,Meuse (55),2022-07-28,https://choisirleservicepublic.gouv.fr/offre-emploi/5-postes-as-hf-reference-2022-970409/,55.0,B
1020,1020,ADJOINT DES CADRES DE CLASSE SUPERIEURE H/F,Fonction publique Hospitalière,2022-963318,Grand Est,2022-07-21,https://choisirleservicepublic.gouv.fr/offre-emploi/adjoint-des-cadres-de-classe-superieure-hf-reference-2022-963318/,,B
1021,1021,TECHNICIEN HOSPITALIER H/F,Fonction publique Hospitalière,2022-963310,Grand Est,2022-07-21,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-hospitalier-hf-reference-2022-963310/,,B
1022,1022,Agent contractuel renfort supports informatiques et téléphoniques,Fonction publique de l'État,2022-958017,Bas Rhin (67),2022-07-14,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-contractuel-renfort-supports-informatiques-et-telephoniques-reference-2022-958017/,67.0,B
1023,1023,AIDE SOIGNANT H/F,Fonction publique Hospitalière,2022-950482,Meuse (55),2022-07-08,https://choisirleservicepublic.gouv.fr/offre-emploi/aide-soignant-hf-reference-2022-950482/,55.0,B
1024,1024,Adjoint des Finances H/F,Fonction publique Hospitalière,2022-948509,Moselle (57),2022-07-07,https://choisirleservicepublic.gouv.fr/offre-emploi/adjoint-des-finances-hf-reference-2022-948509/,57.0,B
1025,1025,Médiateur/médiatrice de collection : questions européennes  (H/F),Fonction publique de l'État,2022-947024,Bas Rhin (67),2022-07-05,https://choisirleservicepublic.gouv.fr/offre-emploi/mediateurmediatrice-de-collection--questions-europeennes--hf-reference-2022-947024/,67.0,B
